"(8, 16)","(44, 16)","(68, 16)","(88, 16)","(108, 12)","(128, 16)","(152, 16)","(188, 12)","(208, 12)","(228, 16)","(252, 16)","(272, 16)","(312, 16)","(336, 16)","(352, 16)","(376, 16)","(396, 16)","(416, 20)","(440, 16)"
"(16, 40)","(36, 40)","(56, 40)","(96, 40)","(120, 40)","(140, 40)","(160, 40)","(180, 40)","(204, 44)","(224, 44)","(264, 44)","(280, 40)","(304, 44)","(324, 44)","(344, 44)","(384, 44)","(408, 44)","(424, 44)","(444, 44)"
"(8, 68)","(48, 68)","(68, 68)","(88, 68)","(108, 68)","(132, 68)","(152, 68)","(192, 68)","(212, 68)","(232, 68)","(252, 68)","(288, 68)","(312, 68)","(336, 68)","(356, 68)","(376, 68)","(396, 68)","(432, 68)","(440, 68)"
"(20, 92)","(36, 92)","(60, 92)","(80, 92)","(120, 92)","(140, 92)","(164, 92)","(184, 92)","(204, 92)","(224, 92)","(264, 96)","(284, 96)","(304, 96)","(324, 96)","(348, 96)","(368, 96)","(408, 96)","(428, 96)","(448, 96)"
"(24, 116)","(48, 116)","(64, 116)","(84, 116)","(112, 120)","(144, 116)","(152, 116)","(192, 120)","(212, 120)","(232, 120)","(252, 120)","(272, 116)","(312, 120)","(336, 120)","(356, 120)","(376, 120)","(396, 120)","(416, 120)","(456, 120)"
"(20, 144)","(60, 144)","(96, 144)","(120, 144)","(140, 144)","(164, 144)","(180, 144)","(200, 144)","(240, 144)","(260, 144)","(284, 144)","(304, 144)","(324, 144)","(344, 144)","(384, 144)","(400, 144)","(424, 144)","(444, 144)"
"(8, 168)","(48, 168)","(68, 168)","(88, 168)","(104, 168)","(128, 168)","(152, 168)","(192, 168)","(212, 168)","(228, 168)","(248, 168)","(288, 168)","(308, 168)","(332, 168)","(352, 168)","(372, 168)","(392, 168)","(416, 168)","(456, 168)"
"(16, 192)","(36, 192)","(56, 192)","(96, 192)","(120, 192)","(136, 192)","(156, 192)","(176, 192)","(200, 192)","(240, 192)","(260, 192)","(280, 192)","(300, 192)","(324, 192)","(356, 176)","(384, 192)","(404, 192)","(416, 176)","(456, 176)"
"(8, 216)","(48, 216)","(68, 216)","(108, 216)","(128, 216)","(168, 216)","(188, 216)","(204, 200)","(264, 200)","(284, 200)","(304, 200)","(324, 200)","(344, 200)","(368, 200)","(408, 200)","(428, 200)","(448, 200)"
"(36, 240)","(68, 224)","(88, 224)","(112, 224)","(132, 224)","(152, 224)","(176, 224)","(212, 224)","(232, 224)","(252, 224)","(276, 224)","(296, 224)","(336, 224)","(356, 224)","(376, 224)","(396, 224)","(416, 224)","(440, 224)"
"(16, 248)","(40, 248)","(60, 248)","(96, 248)","(120, 248)","(144, 248)","(164, 248)","(184, 248)","(204, 248)","(224, 248)","(264, 248)","(284, 248)","(304, 248)","(324, 248)","(348, 248)","(368, 248)","(408, 248)","(428, 248)","(448, 252)"
"(8, 272)","(48, 272)","(68, 272)","(92, 272)","(112, 272)","(132, 272)","(152, 272)","(192, 276)","(212, 272)","(232, 272)","(252, 276)","(272, 272)","(312, 272)","(336, 276)","(356, 276)","(376, 276)","(396, 276)","(420, 276)","(440, 276)"
"(20, 296)","(40, 296)","(64, 296)","(80, 296)","(104, 296)","(128, 296)","(160, 296)","(180, 296)","(204, 300)","(224, 300)","(264, 300)","(284, 300)","(304, 300)","(328, 300)","(348, 300)","(368, 300)","(404, 300)","(428, 300)","(448, 300)"
"(12, 16)","(48, 16)","(56, 20)","(92, 16)","(112, 16)","(136, 20)","(152, 16)","(176, 16)","(216, 16)"
"(24, 44)","(44, 44)","(64, 44)","(84, 44)","(108, 44)","(128, 44)","(164, 44)","(188, 44)","(208, 44)"
"(12, 68)","(32, 68)","(72, 68)","(92, 68)","(112, 68)","(132, 68)","(152, 68)","(176, 68)","(212, 68)"
"(20, 92)","(44, 96)","(64, 96)","(84, 96)","(104, 96)","(144, 92)","(164, 92)","(188, 96)","(208, 96)"
"(12, 120)","(32, 120)","(56, 120)","(96, 120)","(116, 120)","(136, 120)","(156, 120)","(176, 120)","(216, 120)"
"(20, 144)","(40, 144)","(60, 144)","(104, 144)","(144, 144)","(164, 144)","(184, 144)","(204, 144)"
"(12, 168)","(32, 168)","(72, 168)","(92, 168)","(112, 168)","(152, 168)","(176, 168)","(200, 168)"
